STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595105716 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 103
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1263329034415
CPU_CLOCKS_UNHALTED,PMC1,673189718439
RETIRED_UOPS,PMC2,1259426274403
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 103,
Runtime (RDTSC) [s],298.7207,
Runtime unhalted [s],259.4074,
Clock [MHz],-,
CPI,0.5329,
CPI (based on uops),0.5345,
IPC,1.8766,
