STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.432922485 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 17
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1212539764436
CPU_CLOCKS_UNHALTED,PMC1,632181455717
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,9728510577
TABLE,Group 1 Metric,L2,8
Metric,HWThread 17,
Runtime (RDTSC) [s],301.2864,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5214,
L2D load bandwidth [MBytes/s],2066.5544,
L2D load data volume [GBytes],622.6247,
L2 bandwidth [MBytes/s],2066.5544,
L2 data volume [GBytes],622.6247,
