STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595131833 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 59
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1402904909928
CPU_CLOCKS_UNHALTED,PMC1,686831088239
DATA_CACHE_ACCESSES,PMC2,706429825248
DATA_CACHE_REFILLS_ALL,PMC3,3547446639
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 59,
Runtime (RDTSC) [s],298.7582,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4896,
data cache requests,706429825248,
data cache request rate,0.5035,
data cache misses,3547446639,
data cache miss rate,0.0025,
data cache miss ratio,0.0050,
