STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595086768 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 47
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1220619928719
CPU_CLOCKS_UNHALTED,PMC1,674949245547
RETIRED_UOPS,PMC2,1218378766337
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 47,
Runtime (RDTSC) [s],298.7499,
Runtime unhalted [s],260.0874,
Clock [MHz],-,
CPI,0.5530,
CPI (based on uops),0.5540,
IPC,1.8085,
