STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595094099 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 91
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5677438329
CPU_CLOCKS_UNHALTED,PMC1,2942854403
DATA_CACHE_ACCESSES,PMC2,2741170320
DATA_CACHE_REFILLS_ALL,PMC3,10534811
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 91,
Runtime (RDTSC) [s],21.0896,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5183,
data cache requests,2741170320,
data cache request rate,0.4828,
data cache misses,10534811,
data cache miss rate,0.0019,
data cache miss ratio,0.0038,
