STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595148112 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 45
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6010401738
CPU_CLOCKS_UNHALTED,PMC1,2972015227
DATA_CACHE_ACCESSES,PMC2,2908085063
DATA_CACHE_REFILLS_ALL,PMC3,11117971
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 45,
Runtime (RDTSC) [s],21.6473,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4945,
data cache requests,2908085063,
data cache request rate,0.4838,
data cache misses,11117971,
data cache miss rate,0.0018,
data cache miss ratio,0.0038,
