STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595145407 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 83
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6540906615
CPU_CLOCKS_UNHALTED,PMC1,3034189585
DATA_CACHE_ACCESSES,PMC2,3204825774
DATA_CACHE_REFILLS_ALL,PMC3,9518535
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 83,
Runtime (RDTSC) [s],21.3878,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4639,
data cache requests,3204825774,
data cache request rate,0.4900,
data cache misses,9518535,
data cache miss rate,0.0015,
data cache miss ratio,0.0030,
