STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595113242 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 24
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6036392108
CPU_CLOCKS_UNHALTED,PMC1,3002682881
DATA_CACHE_ACCESSES,PMC2,2939950374
DATA_CACHE_REFILLS_ALL,PMC3,10380094
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 24,
Runtime (RDTSC) [s],20.3010,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4974,
data cache requests,2939950374,
data cache request rate,0.4870,
data cache misses,10380094,
data cache miss rate,0.0017,
data cache miss ratio,0.0035,
