    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5605091-sb   jvandijk   experiment-ear.j NP     1     2.38/2.40/---    334.00     680.42   ---     ---   227260       ---      ---     ---   ---             ---     ---          
[0m[0m5605091-0    jvandijk   experiment-ear.j MO     1     2.38/2.40/1.80   289.73     741.31   421.13  0.42  214781       2.5087   3.8     33.1  0.00/---        ---     ---          

