STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595077701 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 6
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5433230134
CPU_CLOCKS_UNHALTED,PMC1,2302257111
RETIRED_UOPS,PMC2,5474599165
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 6,
Runtime (RDTSC) [s],11.8975,
Runtime unhalted [s],0.8872,
Clock [MHz],-,
CPI,0.4237,
CPI (based on uops),0.4205,
IPC,2.3600,
