STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595130732 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 68
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5140657651
CPU_CLOCKS_UNHALTED,PMC1,2268419922
DATA_CACHE_ACCESSES,PMC2,2456780806
DATA_CACHE_REFILLS_ALL,PMC3,9548908
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 68,
Runtime (RDTSC) [s],12.0542,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4413,
data cache requests,2456780806,
data cache request rate,0.4779,
data cache misses,9548908,
data cache miss rate,0.0019,
data cache miss ratio,0.0039,
