    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5605083-sb   jvandijk   experiment-ear.j NP     1     2.57/2.60/---    594.00     524.74   ---     ---   311695       ---      ---     ---   ---             ---     ---          
[0m[0m5605083-0    jvandijk   experiment-ear.j MO     1     2.57/2.60/1.47   557.58     545.70   141.59  0.57  304273       1.6513   1.3     34.6  0.00/---        ---     ---          

