STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595100615 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 114
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1359227255907
CPU_CLOCKS_UNHALTED,PMC1,625838562540
DATA_CACHE_ACCESSES,PMC2,685484044913
DATA_CACHE_REFILLS_ALL,PMC3,2730308004
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 114,
Runtime (RDTSC) [s],274.6978,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4604,
data cache requests,685484044913,
data cache request rate,0.5043,
data cache misses,2730308004,
data cache miss rate,0.0020,
data cache miss ratio,0.0040,
