STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.59511099 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 5
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1315414222020
CPU_CLOCKS_UNHALTED,PMC1,623665995370
DATA_CACHE_ACCESSES,PMC2,667011797448
DATA_CACHE_REFILLS_ALL,PMC3,2900465367
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 5,
Runtime (RDTSC) [s],274.1919,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4741,
data cache requests,667011797448,
data cache request rate,0.5071,
data cache misses,2900465367,
data cache miss rate,0.0022,
data cache miss ratio,0.0043,
